Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,PriorExperience
34,Current employee,Travel_Rarely,2,3,Marketing,Female,2,Sales Executive,Single,6039,0,Yes,4,3,1
34,Current employee,Travel_Rarely,2,3,Life Sciences,Female,2,Sales Executive,Single,6039,4,Yes,4,3,1
37,Current employee,Travel_Rarely,10,3,Medical,Female,2,Sales Executive,Single,6039,0,Yes,4,3,1
37,Current employee,Travel_Rarely,10,3,Medical,Female,2,Sales Executive,Single,6039,6,Yes,4,3,1
51,Current employee,Travel_Frequently,9,3,Life Sciences,Male,5,Manager,Divorced,19196,4,Yes,31,29,2
46,Current employee,Non-Travel,7,4,Medical,Male,5,Manager,Divorced,19196,4,Yes,31,29,2
46,Current employee,Non-Travel,7,4,Marketing,Male,5,Manager,Divorced,19196,1,Yes,31,29,2
51,Current employee,Travel_Frequently,9,3,Medical,Male,5,Manager,Divorced,19196,1,Yes,31,29,2
46,Current employee,Non-Travel,7,4,Medical,Male,5,Manager,Divorced,19196,4,Yes,31,29,2
46,Current employee,Non-Travel,7,4,Marketing,Male,5,Manager,Divorced,19196,1,Yes,31,29,2
51,Current employee,Travel_Frequently,9,3,Life Sciences,Male,5,Manager,Divorced,19196,4,Yes,31,29,2
51,Current employee,Travel_Frequently,9,3,Medical,Male,5,Manager,Divorced,19196,1,Yes,31,29,2
51,Current employee,Travel_Frequently,9,3,Life Sciences,Male,5,Manager,Divorced,19196,4,Yes,31,29,2
46,Current employee,Non-Travel,7,4,Medical,Male,5,Manager,Divorced,19196,4,Yes,31,29,2
46,Current employee,Non-Travel,7,4,Marketing,Male,5,Manager,Divorced,19196,1,Yes,31,29,2
51,Current employee,Travel_Frequently,9,3,Medical,Male,5,Manager,Divorced,19196,1,Yes,31,29,2
46,Current employee,Non-Travel,7,4,Medical,Male,5,Manager,Divorced,19196,4,Yes,31,29,2
46,Current employee,Non-Travel,7,4,Marketing,Male,5,Manager,Divorced,19196,1,Yes,31,29,2
51,Current employee,Travel_Frequently,9,3,Life Sciences,Male,5,Manager,Divorced,19196,4,Yes,31,29,2
51,Current employee,Travel_Frequently,9,3,Medical,Male,5,Manager,Divorced,19196,1,Yes,31,29,2
59,Current employee,Travel_Rarely,18,4,Medical,Male,3,Manufacturing Director,Single,20002,6,No,25,9,16
59,Current employee,Travel_Rarely,18,4,Medical,Male,3,Manufacturing Director,Single,20002,1,No,25,9,16
59,Current employee,Travel_Rarely,18,4,Medical,Male,3,Manufacturing Director,Single,20002,6,No,25,9,16
59,Current employee,Travel_Rarely,18,4,Medical,Male,3,Manufacturing Director,Divorced,20002,1,No,6,6,0
59,Current employee,Travel_Rarely,18,4,Medical,Male,3,Manufacturing Director,Single,20002,6,No,25,9,16
59,Current employee,Travel_Rarely,18,4,Medical,Male,3,Manufacturing Director,Single,20002,1,No,25,9,16
59,Current employee,Travel_Rarely,18,4,Medical,Male,3,Manufacturing Director,Single,20002,6,No,25,9,16
59,Current employee,Travel_Rarely,18,4,Medical,Male,3,Manufacturing Director,Divorced,20002,1,No,6,6,0
34,Current employee,Travel_Frequently,19,3,Medical,Female,2,Laboratory Technician,Divorced,22534,4,No,15,11,4
34,Current employee,Travel_Frequently,19,3,Medical,Female,2,Laboratory Technician,Divorced,22534,1,No,15,11,4
34,Current employee,Travel_Frequently,19,3,Medical,Female,2,Laboratory Technician,Divorced,22534,4,No,15,11,4
34,Current employee,Travel_Frequently,19,3,Medical,Female,2,Laboratory Technician,Divorced,22534,1,No,15,11,4
34,Current employee,Travel_Frequently,19,3,Medical,Female,2,Laboratory Technician,Divorced,22534,4,No,15,11,4
34,Current employee,Travel_Frequently,19,3,Medical,Female,2,Laboratory Technician,Divorced,22534,1,No,15,11,4
34,Current employee,Travel_Frequently,19,3,Medical,Female,2,Laboratory Technician,Divorced,22534,4,No,15,11,4
34,Current employee,Travel_Frequently,19,3,Medical,Female,2,Laboratory Technician,Divorced,22534,1,No,15,11,4
28,Current employee,Travel_Frequently,1,4,Medical,Male,1,Laboratory Technician,Single,6842,0,Yes,5,4,1
36,Current employee,Travel_Rarely,2,2,Medical,Male,1,Laboratory Technician,Single,6842,0,Yes,5,4,1
28,Current employee,Travel_Frequently,1,4,Life Sciences,Male,1,Laboratory Technician,Single,6842,0,Yes,5,4,1
36,Current employee,Travel_Rarely,2,2,Life Sciences,Male,1,Laboratory Technician,Single,6842,1,Yes,5,4,1
28,Current employee,Travel_Frequently,1,4,Medical,Male,1,Laboratory Technician,Single,6842,0,Yes,5,4,1
28,Current employee,Travel_Frequently,1,4,Life Sciences,Male,1,Laboratory Technician,Single,6842,0,Yes,5,4,1
36,Current employee,Travel_Rarely,2,2,Medical,Male,1,Laboratory Technician,Single,6842,0,Yes,5,4,1
36,Current employee,Travel_Rarely,2,2,Life Sciences,Male,1,Laboratory Technician,Single,6842,1,Yes,5,4,1
28,Current employee,Travel_Frequently,1,4,Medical,Male,1,Laboratory Technician,Single,6842,0,Yes,5,4,1
36,Current employee,Travel_Rarely,2,2,Medical,Male,1,Laboratory Technician,Single,6842,0,Yes,5,4,1
28,Current employee,Travel_Frequently,1,4,Life Sciences,Male,1,Laboratory Technician,Single,6842,0,Yes,5,4,1
36,Current employee,Travel_Rarely,2,2,Life Sciences,Male,1,Laboratory Technician,Single,6842,1,Yes,5,4,1
28,Current employee,Travel_Frequently,1,4,Medical,Male,1,Laboratory Technician,Single,6842,0,Yes,5,4,1
28,Current employee,Travel_Frequently,1,4,Life Sciences,Male,1,Laboratory Technician,Single,6842,0,Yes,5,4,1
36,Current employee,Travel_Rarely,2,2,Medical,Male,1,Laboratory Technician,Single,6842,0,Yes,5,4,1
36,Current employee,Travel_Rarely,2,2,Life Sciences,Male,1,Laboratory Technician,Single,6842,1,Yes,5,4,1
44,Current employee,Travel_Rarely,4,2,Life Sciences,Male,5,Manager,Divorced,17477,1,No,26,25,1
40,Current employee,Travel_Rarely,2,3,Medical,Male,5,Manager,Divorced,17477,1,No,26,25,1
40,Current employee,Travel_Rarely,2,3,Life Sciences,Male,5,Manager,Divorced,17477,1,No,26,25,1
44,Current employee,Travel_Rarely,4,2,Life Sciences,Male,5,Manager,Divorced,17477,1,No,26,25,1
40,Current employee,Travel_Rarely,2,3,Medical,Male,5,Manager,Divorced,17477,1,No,26,25,1
40,Current employee,Travel_Rarely,2,3,Life Sciences,Male,5,Manager,Divorced,17477,1,No,26,25,1
44,Current employee,Travel_Rarely,4,2,Life Sciences,Male,5,Manager,Divorced,17477,1,No,26,25,1
44,Current employee,Travel_Rarely,4,2,Life Sciences,Male,5,Manager,Divorced,17477,1,No,26,25,1
44,Current employee,Travel_Rarely,4,2,Life Sciences,Male,5,Manager,Divorced,17477,1,No,26,25,1
40,Current employee,Travel_Rarely,2,3,Medical,Male,5,Manager,Divorced,17477,1,No,26,25,1
40,Current employee,Travel_Rarely,2,3,Life Sciences,Male,5,Manager,Divorced,17477,1,No,26,25,1
44,Current employee,Travel_Rarely,4,2,Life Sciences,Male,5,Manager,Divorced,17477,1,No,26,25,1
40,Current employee,Travel_Rarely,2,3,Life Sciences,Male,5,Manager,Divorced,17477,1,No,26,25,1
44,Current employee,Travel_Rarely,4,2,Life Sciences,Male,5,Manager,Divorced,17477,1,No,26,25,1
44,Current employee,Travel_Rarely,4,2,Life Sciences,Male,5,Manager,Divorced,17477,1,No,26,25,1
34,Current employee,Travel_Frequently,11,3,Life Sciences,Male,2,Human Resources,Married,21833,4,No,14,10,4
54,Current employee,Travel_Rarely,5,2,Medical,Male,2,Human Resources,Married,21833,4,No,14,10,4
54,Current employee,Travel_Rarely,5,2,Life Sciences,Male,2,Human Resources,Married,21833,0,No,14,10,4
34,Current employee,Travel_Frequently,11,3,Medical,Male,2,Human Resources,Married,21833,0,No,14,10,4
34,Current employee,Travel_Frequently,11,3,Life Sciences,Male,2,Human Resources,Married,21833,4,No,14,10,4
34,Current employee,Travel_Frequently,11,3,Medical,Male,2,Human Resources,Married,21833,0,No,14,10,4
54,Current employee,Travel_Rarely,5,2,Medical,Male,2,Human Resources,Married,21833,4,No,14,10,4
54,Current employee,Travel_Rarely,5,2,Life Sciences,Male,2,Human Resources,Married,21833,0,No,14,10,4
34,Current employee,Travel_Frequently,11,3,Life Sciences,Male,2,Human Resources,Married,21833,4,No,14,10,4
54,Current employee,Travel_Rarely,5,2,Medical,Male,2,Human Resources,Married,21833,4,No,14,10,4
54,Current employee,Travel_Rarely,5,2,Life Sciences,Male,2,Human Resources,Married,21833,0,No,14,10,4
34,Current employee,Travel_Frequently,11,3,Medical,Male,2,Human Resources,Married,21833,0,No,14,10,4
34,Current employee,Travel_Frequently,11,3,Life Sciences,Male,2,Human Resources,Married,21833,4,No,14,10,4
34,Current employee,Travel_Frequently,11,3,Medical,Male,2,Human Resources,Married,21833,0,No,14,10,4
54,Current employee,Travel_Rarely,5,2,Medical,Male,2,Human Resources,Married,21833,4,No,14,10,4
54,Current employee,Travel_Rarely,5,2,Life Sciences,Male,2,Human Resources,Married,21833,0,No,14,10,4
35,Current employee,Travel_Rarely,6,1,Life Sciences,Male,1,Research Scientist,Married,6020,0,Yes,4,3,1
31,Current employee,Travel_Rarely,7,2,Medical,Male,1,Research Scientist,Married,6020,0,Yes,4,3,1
35,Current employee,Travel_Rarely,6,1,Marketing,Male,1,Research Scientist,Married,6020,3,Yes,4,3,1
31,Current employee,Travel_Rarely,7,2,Marketing,Male,1,Research Scientist,Married,6020,3,Yes,4,3,1
31,Current employee,Travel_Rarely,7,2,Medical,Male,1,Research Scientist,Married,6020,0,Yes,4,3,1
31,Current employee,Travel_Rarely,7,2,Marketing,Male,1,Research Scientist,Married,6020,3,Yes,4,3,1
35,Current employee,Travel_Rarely,6,1,Life Sciences,Male,1,Research Scientist,Married,6020,0,Yes,4,3,1
35,Current employee,Travel_Rarely,6,1,Marketing,Male,1,Research Scientist,Married,6020,3,Yes,4,3,1
35,Current employee,Travel_Rarely,6,1,Life Sciences,Male,1,Research Scientist,Married,6020,0,Yes,4,3,1
31,Current employee,Travel_Rarely,7,2,Medical,Male,1,Research Scientist,Married,6020,0,Yes,4,3,1
35,Current employee,Travel_Rarely,6,1,Marketing,Male,1,Research Scientist,Married,6020,3,Yes,4,3,1
31,Current employee,Travel_Rarely,7,2,Marketing,Male,1,Research Scientist,Married,6020,3,Yes,4,3,1
31,Current employee,Travel_Rarely,7,2,Medical,Male,1,Research Scientist,Married,6020,0,Yes,4,3,1
31,Current employee,Travel_Rarely,7,2,Marketing,Male,1,Research Scientist,Married,6020,3,Yes,4,3,1
35,Current employee,Travel_Rarely,6,1,Life Sciences,Male,1,Research Scientist,Married,6020,0,Yes,4,3,1
35,Current employee,Travel_Rarely,6,1,Marketing,Male,1,Research Scientist,Married,6020,3,Yes,4,3,1
42,Current employee,Travel_Rarely,7,4,Medical,Female,2,Research Scientist,Married,5628,6,Yes,18,1,17
43,Current employee,Travel_Frequently,21,3,Medical,Female,2,Research Scientist,Married,5628,6,Yes,18,1,17
42,Current employee,Travel_Rarely,7,4,Marketing,Female,2,Research Scientist,Married,5628,3,Yes,18,1,17
43,Current employee,Travel_Frequently,21,3,Other,Female,2,Research Scientist,Married,5628,4,Yes,18,1,17
42,Current employee,Travel_Rarely,7,4,Medical,Female,2,Research Scientist,Married,5628,6,Yes,18,1,17
42,Current employee,Travel_Rarely,7,4,Marketing,Female,2,Research Scientist,Married,5628,3,Yes,18,1,17
43,Current employee,Travel_Frequently,21,3,Medical,Female,2,Research Scientist,Married,5628,6,Yes,18,1,17
43,Current employee,Travel_Frequently,21,3,Other,Female,2,Research Scientist,Married,5628,4,Yes,18,1,17
42,Current employee,Travel_Rarely,7,4,Medical,Female,2,Research Scientist,Married,5628,6,Yes,18,1,17
43,Current employee,Travel_Frequently,21,3,Medical,Female,2,Research Scientist,Married,5628,6,Yes,18,1,17
42,Current employee,Travel_Rarely,7,4,Marketing,Female,2,Research Scientist,Married,5628,3,Yes,18,1,17
43,Current employee,Travel_Frequently,21,3,Other,Female,2,Research Scientist,Married,5628,4,Yes,18,1,17
42,Current employee,Travel_Rarely,7,4,Medical,Female,2,Research Scientist,Married,5628,6,Yes,18,1,17
42,Current employee,Travel_Rarely,7,4,Marketing,Female,2,Research Scientist,Married,5628,3,Yes,18,1,17
43,Current employee,Travel_Frequently,21,3,Medical,Female,2,Research Scientist,Married,5628,6,Yes,18,1,17
43,Current employee,Travel_Frequently,21,3,Other,Female,2,Research Scientist,Married,5628,4,Yes,18,1,17
43,Current employee,Travel_Rarely,4,4,Marketing,Female,3,Sales Executive,Single,20364,3,No,23,21,2
37,Current employee,Non-Travel,25,5,Medical,Female,3,Sales Executive,Single,20364,3,No,23,21,2
43,Current employee,Travel_Rarely,4,4,Life Sciences,Female,3,Sales Executive,Single,20364,5,No,23,21,2
37,Current employee,Non-Travel,25,5,Technical Degree,Female,3,Sales Executive,Single,20364,7,No,23,21,2
37,Current employee,Non-Travel,25,5,Medical,Female,3,Sales Executive,Single,20364,3,No,23,21,2
37,Current employee,Non-Travel,25,5,Technical Degree,Female,3,Sales Executive,Single,20364,7,No,23,21,2
43,Current employee,Travel_Rarely,4,4,Marketing,Female,3,Sales Executive,Single,20364,3,No,23,21,2
43,Current employee,Travel_Rarely,4,4,Life Sciences,Female,3,Sales Executive,Single,20364,5,No,23,21,2
43,Current employee,Travel_Rarely,4,4,Marketing,Female,3,Sales Executive,Single,20364,3,No,23,21,2
37,Current employee,Non-Travel,25,5,Medical,Female,3,Sales Executive,Single,20364,3,No,23,21,2
43,Current employee,Travel_Rarely,4,4,Life Sciences,Female,3,Sales Executive,Single,20364,5,No,23,21,2
37,Current employee,Non-Travel,25,5,Technical Degree,Female,3,Sales Executive,Single,20364,7,No,23,21,2
37,Current employee,Non-Travel,25,5,Medical,Female,3,Sales Executive,Single,20364,3,No,23,21,2
37,Current employee,Non-Travel,25,5,Technical Degree,Female,3,Healthcare Representative,Married,25949,0,Yes,23,21,2
43,Current employee,Travel_Rarely,4,4,Marketing,Female,3,Sales Executive,Single,20364,3,No,23,21,2
43,Current employee,Travel_Rarely,4,4,Life Sciences,Female,3,Sales Executive,Single,20364,5,No,23,21,2
36,Current employee,Travel_Rarely,2,4,Life Sciences,Female,2,Manufacturing Director,Single,2323,9,Yes,18,16,2
36,Current employee,Travel_Rarely,2,4,Life Sciences,Female,2,Manufacturing Director,Single,2323,1,Yes,18,16,2
36,Current employee,Travel_Rarely,2,4,Life Sciences,Female,2,Manufacturing Director,Single,2323,9,Yes,18,16,2
36,Current employee,Travel_Rarely,2,4,Life Sciences,Female,2,Manufacturing Director,Single,2323,1,Yes,18,16,2
36,Current employee,Travel_Rarely,2,4,Life Sciences,Female,2,Manufacturing Director,Single,2323,9,Yes,18,16,2
36,Current employee,Travel_Rarely,2,4,Life Sciences,Female,2,Manufacturing Director,Single,2323,1,Yes,18,16,2
36,Current employee,Travel_Rarely,2,4,Life Sciences,Female,2,Manufacturing Director,Single,2323,9,Yes,18,16,2
36,Current employee,Travel_Rarely,2,4,Life Sciences,Female,2,Manufacturing Director,Single,2323,1,Yes,18,16,2
44,Voluntary Resignation,Travel_Rarely,15,3,Medical,Female,3,Healthcare Representative,Married,14075,1,No,10,10,0
25,Voluntary Resignation,Travel_Rarely,3,3,Medical,Female,3,Healthcare Representative,Married,14075,1,No,10,10,0
25,Voluntary Resignation,Travel_Rarely,3,3,Life Sciences,Female,3,Healthcare Representative,Married,14075,0,No,10,10,0
44,Voluntary Resignation,Travel_Rarely,15,3,Medical,Female,3,Healthcare Representative,Married,14075,0,No,10,10,0
25,Voluntary Resignation,Travel_Rarely,3,3,Medical,Female,3,Healthcare Representative,Married,19373,1,No,10,10,0
25,Voluntary Resignation,Travel_Rarely,3,3,Life Sciences,Female,3,Healthcare Representative,Married,19655,0,No,10,10,0
44,Voluntary Resignation,Travel_Rarely,15,3,Medical,Female,3,Healthcare Representative,Married,14075,1,No,10,10,0
44,Voluntary Resignation,Travel_Rarely,15,3,Medical,Female,3,Healthcare Representative,Married,14075,0,No,10,10,0
44,Voluntary Resignation,Travel_Rarely,15,3,Medical,Female,3,Healthcare Representative,Married,14075,1,No,10,10,0
25,Voluntary Resignation,Travel_Rarely,3,3,Medical,Female,3,Healthcare Representative,Married,14075,1,No,10,10,0
25,Voluntary Resignation,Travel_Rarely,3,3,Life Sciences,Female,3,Healthcare Representative,Married,14075,0,No,10,10,0
44,Voluntary Resignation,Travel_Rarely,15,3,Medical,Female,3,Healthcare Representative,Married,14075,0,No,10,10,0
25,Voluntary Resignation,Travel_Rarely,3,3,Medical,Female,3,Healthcare Representative,Married,19373,1,No,10,10,0
25,Voluntary Resignation,Travel_Rarely,3,3,Life Sciences,Female,3,Healthcare Representative,Married,19655,0,No,10,10,0
44,Voluntary Resignation,Travel_Rarely,15,3,Medical,Female,3,Healthcare Representative,Married,14075,1,No,10,10,0
44,Voluntary Resignation,Travel_Rarely,15,3,Medical,Female,3,Healthcare Representative,Married,14075,0,No,10,10,0
28,Current employee,Travel_Frequently,2,3,Life Sciences,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
52,Current employee,Travel_Rarely,3,3,Medical,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
28,Current employee,Travel_Frequently,2,3,Life Sciences,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
52,Current employee,Travel_Rarely,3,3,Life Sciences,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
28,Current employee,Travel_Frequently,2,3,Life Sciences,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
28,Current employee,Travel_Frequently,2,3,Life Sciences,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
52,Current employee,Travel_Rarely,3,3,Medical,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
52,Current employee,Travel_Rarely,3,3,Life Sciences,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
28,Current employee,Travel_Frequently,2,3,Life Sciences,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
52,Current employee,Travel_Rarely,3,3,Medical,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
28,Current employee,Travel_Frequently,2,3,Life Sciences,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
52,Current employee,Travel_Rarely,3,3,Life Sciences,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
28,Current employee,Travel_Frequently,2,3,Life Sciences,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
28,Current employee,Travel_Frequently,2,3,Life Sciences,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
52,Current employee,Travel_Rarely,3,3,Medical,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
52,Current employee,Travel_Rarely,3,3,Life Sciences,Male,1,Laboratory Technician,Married,14222,1,Yes,2,2,0
51,Current employee,Travel_Frequently,6,2,Medical,Female,1,Laboratory Technician,Single,4257,0,No,8,7,1
46,Current employee,Travel_Rarely,18,3,Medical,Female,1,Laboratory Technician,Single,4257,0,No,8,7,1
51,Current employee,Travel_Frequently,6,2,Marketing,Female,1,Laboratory Technician,Single,4257,1,No,8,7,1
46,Current employee,Travel_Rarely,18,3,Medical,Female,1,Laboratory Technician,Single,4257,1,No,8,7,1
46,Current employee,Travel_Rarely,18,3,Medical,Female,1,Laboratory Technician,Single,4257,0,No,8,7,1
46,Current employee,Travel_Rarely,18,3,Medical,Female,1,Laboratory Technician,Single,4257,1,No,8,7,1
51,Current employee,Travel_Frequently,6,2,Medical,Female,1,Laboratory Technician,Single,4257,0,No,8,7,1
51,Current employee,Travel_Frequently,6,2,Marketing,Female,1,Laboratory Technician,Single,4257,1,No,8,7,1
51,Current employee,Travel_Frequently,6,2,Medical,Female,1,Laboratory Technician,Single,4257,0,No,8,7,1
46,Current employee,Travel_Rarely,18,3,Medical,Female,1,Laboratory Technician,Single,4257,0,No,8,7,1
51,Current employee,Travel_Frequently,6,2,Marketing,Female,1,Laboratory Technician,Single,4257,1,No,8,7,1
46,Current employee,Travel_Rarely,18,3,Medical,Female,1,Laboratory Technician,Single,4257,1,No,8,7,1
46,Current employee,Travel_Rarely,18,3,Medical,Female,1,Laboratory Technician,Single,4257,0,No,8,7,1
46,Current employee,Travel_Rarely,18,3,Medical,Female,1,Laboratory Technician,Single,4257,1,No,8,7,1
51,Current employee,Travel_Frequently,6,2,Medical,Female,1,Laboratory Technician,Single,4257,0,No,8,7,1
51,Current employee,Travel_Frequently,6,2,Marketing,Female,1,Laboratory Technician,Single,4257,1,No,8,7,1
30,Current employee,Non-Travel,9,2,Medical,Female,2,Manufacturing Director,Single,12858,7,Yes,10,8,2
29,Current employee,Travel_Rarely,3,4,Medical,Female,2,Manufacturing Director,Single,12858,7,Yes,10,8,2
29,Current employee,Travel_Rarely,3,4,Life Sciences,Female,2,Manufacturing Director,Single,12858,1,Yes,10,8,2
30,Current employee,Non-Travel,9,2,Medical,Female,2,Manufacturing Director,Single,12858,1,Yes,10,8,2
29,Current employee,Travel_Rarely,3,4,Medical,Female,2,Manufacturing Director,Single,12858,7,Yes,10,8,2
29,Current employee,Travel_Rarely,3,4,Life Sciences,Female,2,Manufacturing Director,Single,12858,1,Yes,10,8,2
30,Current employee,Non-Travel,9,2,Medical,Female,2,Manufacturing Director,Single,12858,7,Yes,10,8,2
30,Current employee,Non-Travel,9,2,Medical,Female,2,Manufacturing Director,Single,12858,1,Yes,10,8,2
30,Current employee,Non-Travel,9,2,Medical,Female,2,Manufacturing Director,Single,12858,7,Yes,10,8,2
29,Current employee,Travel_Rarely,3,4,Medical,Female,2,Manufacturing Director,Single,12858,7,Yes,10,8,2
29,Current employee,Travel_Rarely,3,4,Life Sciences,Female,2,Manufacturing Director,Single,12858,1,Yes,10,8,2
30,Current employee,Non-Travel,9,2,Medical,Female,2,Manufacturing Director,Single,12858,1,Yes,10,8,2
29,Current employee,Travel_Rarely,3,4,Medical,Female,2,Manufacturing Director,Single,12858,7,Yes,10,8,2
29,Current employee,Travel_Rarely,3,4,Life Sciences,Female,2,Manufacturing Director,Single,12858,1,Yes,10,8,2
30,Current employee,Non-Travel,9,2,Medical,Female,2,Manufacturing Director,Single,12858,7,Yes,10,8,2
30,Current employee,Non-Travel,9,2,Medical,Female,2,Manufacturing Director,Single,12858,1,Yes,10,8,2
29,Voluntary Resignation,Travel_Rarely,7,3,Technical Degree,Female,1,Laboratory Technician,Divorced,17285,3,Yes,10,7,3
30,Current employee,Non-Travel,2,3,Medical,Female,1,Laboratory Technician,Divorced,17285,3,Yes,10,7,3
30,Current employee,Non-Travel,2,3,Life Sciences,Female,1,Laboratory Technician,Divorced,17285,1,Yes,10,7,3
29,Voluntary Resignation,Travel_Rarely,7,3,Marketing,Female,1,Laboratory Technician,Divorced,17285,1,Yes,10,7,3
29,Voluntary Resignation,Travel_Rarely,7,3,Technical Degree,Female,1,Laboratory Technician,Divorced,17285,3,Yes,10,7,3
29,Voluntary Resignation,Travel_Rarely,7,3,Marketing,Female,1,Laboratory Technician,Divorced,17285,1,Yes,10,7,3
30,Current employee,Non-Travel,2,3,Medical,Female,1,Laboratory Technician,Divorced,17285,3,Yes,10,7,3
30,Current employee,Non-Travel,2,3,Life Sciences,Female,1,Laboratory Technician,Divorced,17285,1,Yes,10,7,3
29,Voluntary Resignation,Travel_Rarely,7,3,Technical Degree,Female,1,Laboratory Technician,Divorced,17285,3,Yes,10,7,3
30,Current employee,Non-Travel,2,3,Medical,Female,1,Laboratory Technician,Divorced,17285,3,Yes,10,7,3
30,Current employee,Non-Travel,2,3,Life Sciences,Female,1,Laboratory Technician,Divorced,17285,1,Yes,10,7,3
29,Voluntary Resignation,Travel_Rarely,7,3,Marketing,Female,1,Laboratory Technician,Divorced,17285,1,Yes,10,7,3
29,Voluntary Resignation,Travel_Rarely,7,3,Technical Degree,Female,1,Laboratory Technician,Divorced,17285,3,Yes,10,7,3
29,Voluntary Resignation,Travel_Rarely,7,3,Marketing,Female,1,Laboratory Technician,Divorced,17285,1,Yes,10,7,3
30,Current employee,Non-Travel,2,3,Medical,Female,1,Laboratory Technician,Divorced,17285,3,Yes,10,7,3
30,Current employee,Non-Travel,2,3,Life Sciences,Female,1,Laboratory Technician,Divorced,23428,0,No,6,5,1
28,Current employee,Travel_Rarely,1,3,Technical Degree,Male,1,Research Scientist,Single,4732,2,No,5,3,2
47,Current employee,Travel_Rarely,2,2,Medical,Male,1,Research Scientist,Single,4732,2,No,5,3,2
28,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Research Scientist,Single,4732,2,No,5,3,2
47,Current employee,Travel_Rarely,2,2,Life Sciences,Male,1,Research Scientist,Single,4732,2,No,5,3,2
28,Current employee,Travel_Rarely,1,3,Technical Degree,Male,1,Research Scientist,Single,4732,2,No,5,3,2
28,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Research Scientist,Single,4732,2,No,5,3,2
47,Current employee,Travel_Rarely,2,2,Medical,Male,1,Research Scientist,Single,4732,2,No,5,3,2
47,Current employee,Travel_Rarely,2,2,Life Sciences,Male,1,Research Scientist,Single,4732,2,No,5,3,2
28,Current employee,Travel_Rarely,1,3,Technical Degree,Male,1,Research Scientist,Single,4732,2,No,5,3,2
47,Current employee,Travel_Rarely,2,2,Medical,Male,1,Research Scientist,Single,4732,2,No,5,3,2
28,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Research Scientist,Single,4732,2,No,5,3,2
47,Current employee,Travel_Rarely,2,2,Life Sciences,Male,1,Research Scientist,Single,4732,2,No,5,3,2
28,Current employee,Travel_Rarely,1,3,Technical Degree,Male,1,Research Scientist,Single,4732,2,No,5,3,2
28,Current employee,Travel_Rarely,1,3,Life Sciences,Male,1,Research Scientist,Single,4732,2,No,5,3,2
47,Current employee,Travel_Rarely,2,2,Life Sciences,Male,1,Research Scientist,Single,4732,2,No,5,3,2
25,Current employee,Travel_Rarely,1,3,Medical,Female,1,Research Scientist,Single,18830,1,No,2,2,0
33,Voluntary Resignation,Travel_Rarely,15,1,Medical,Female,1,Research Scientist,Single,18830,1,No,2,2,0
25,Current employee,Travel_Rarely,1,3,Life Sciences,Female,1,Research Scientist,Single,18830,2,No,2,2,0
33,Voluntary Resignation,Travel_Rarely,15,1,Medical,Female,1,Research Scientist,Single,18830,3,No,2,2,0
25,Current employee,Travel_Rarely,1,3,Medical,Female,1,Research Scientist,Single,18685,1,No,2,2,0
25,Current employee,Travel_Rarely,1,3,Life Sciences,Female,1,Research Scientist,Single,20586,2,No,2,2,0
33,Voluntary Resignation,Travel_Rarely,15,1,Medical,Female,1,Research Scientist,Single,18830,1,No,2,2,0
33,Voluntary Resignation,Travel_Rarely,15,1,Medical,Female,1,Research Scientist,Single,18830,3,No,2,2,0
25,Current employee,Travel_Rarely,1,3,Medical,Female,1,Research Scientist,Single,18830,1,No,2,2,0
33,Voluntary Resignation,Travel_Rarely,15,1,Medical,Female,1,Research Scientist,Single,18830,1,No,2,2,0
25,Current employee,Travel_Rarely,1,3,Life Sciences,Female,1,Research Scientist,Single,18830,2,No,2,2,0
33,Voluntary Resignation,Travel_Rarely,15,1,Medical,Female,1,Research Scientist,Single,18830,3,No,2,2,0
25,Current employee,Travel_Rarely,1,3,Medical,Female,1,Research Scientist,Single,18685,1,No,2,2,0
25,Current employee,Travel_Rarely,1,3,Life Sciences,Female,1,Research Scientist,Single,20586,2,No,2,2,0
33,Voluntary Resignation,Travel_Rarely,15,1,Medical,Female,1,Research Scientist,Single,18830,1,No,2,2,0
